"variable","percent.contribution","permutation.importance"
"bio13",8.2284,6.7612
"bio15",17.1883,0
"bio17",8.6373,9.2175
"bio2",1.376,2.5967
"bio4",27.1469,10.8364
"bio8",0.0304,0
"nitrogen",24.4616,62.6547
"ruggedness",4.0452,6.3896
"sand",2.9469,0
"soc",5.939,1.544
