"variable","percent.contribution","permutation.importance"
"bio1",19.0569,26.2837
"bio14",9.9029,8.08
"bio15",16.2598,17.8997
"bio2",0.9483,2.879
"bio4",33.7022,29.4616
"nitrogen",0.4683,0.3967
"ruggedness",7.7284,5.5247
"sand",11.9333,9.4746
