"variable","percent.contribution","permutation.importance"
"bio14",1.0587,2.325
"bio2",0.2479,0.4417
"bio4",14.8527,21.6731
"bio6",0.8609,1.4352
"bio8",21.4269,15.0016
"bio9",3.6788,0.0161
"ruggedness",41.5714,31.4798
"sand",0.9611,0.7259
"soc",15.3417,26.9016
