"variable","percent.contribution","permutation.importance"
"bio14",19.0934,57.158
"bio15",8.0646,7.0547
"bio5",9.3977,1.8722
"bio6",19.0895,1.5655
"bio9",22.9783,7.6034
"nitrogen",11.93,17.2423
"ruggedness",2.2201,0.231
"sand",7.2264,7.2731
