"variable","percent.contribution","permutation.importance"
"bio14",14.251,30.0304
"bio15",10.5157,18.1322
"bio2",5.6452,1.8065
"bio9",9.8682,22.4542
"ruggedness",17.116,10.302
"sand",13.715,10.1182
"soc",28.8889,7.1565
