"variable","percent.contribution","permutation.importance"
"bio12",5.1073,8.7846
"bio14",11.6196,10.9504
"bio2",16.2534,8.7263
"bio9",13.3671,15.6705
"nitrogen",10.779,11.4914
"ruggedness",15.6426,10.189
"sand",25.1466,31.516
"soc",2.0844,2.6718
