"variable","percent.contribution","permutation.importance"
"bio14",7.3314,36.7991
"bio15",25.3861,0
"bio8",34.7739,47.2111
"bio9",8.4865,5.3139
"elevation",5.3492,0
"nitrogen",6.6874,1.8579
"ruggedness",9.8562,0.5781
"sand",2.1294,8.24
