"variable","percent.contribution","permutation.importance"
"bio12",62.1101,56.9122
"bio17",20.7263,17.0155
"bio2",2.4962,2.5465
"bio4",4.4567,5.2259
"bio9",5.1123,8.3072
"ruggedness",2.0217,1.9396
"sand",3.0768,8.053
