"variable","percent.contribution","permutation.importance"
"bio14",8.9274,21.4461
"bio2",13.2422,14.2647
"bio4",31.7031,33.5456
"bio8",0.1323,1.7635
"nitrogen",9.5643,0
"ruggedness",12.2344,21.6714
"sand",21.9166,0.5682
"soc",2.2796,6.7405
