"variable","percent.contribution","permutation.importance"
"bio13",8.7744,11.7644
"bio17",4.9906,5.7073
"bio2",1.547,2.5835
"bio6",49.3492,38.1578
"nitrogen",10.6741,16.2648
"ruggedness",8.1465,13.2641
"sand",16.5181,12.2582
