"variable","percent.contribution","permutation.importance"
"bio17",58.1646,36.355
"bio8",0.7195,0
"bio9",4.6997,0
"elevation",0.3539,1.7077
"ruggedness",15.2209,3.7004
"sand",3.5483,1.6147
"soc",17.293,56.6221
