"variable","percent.contribution","permutation.importance"
"bio13",0,1.9584
"bio15",98.4901,7.4772
"bio2",0.019,4.1446
"bio8",0.0336,0
"elevation",0.4406,23.4422
"nitrogen",0.5773,27.0634
"ruggedness",0.1809,16.2613
"sand",0.2578,4.425
"soc",5e-04,15.2279
