"variable","percent.contribution","permutation.importance"
"bio14",4.9211,15.0493
"bio15",7.0448,20.4879
"bio2",2.1001,1.9729
"bio6",25.9377,24.3144
"bio8",18.7309,2.2241
"bio9",7.0264,8.9933
"ruggedness",7.254,9.1495
"sand",25.393,16.4413
"soc",1.592,1.3673
