"variable","percent.contribution","permutation.importance"
"bio15",58.5847,49.713
"bio2",8.0201,11.4778
"bio8",10.5769,8.0851
"bio9",14.4147,27.4662
"nitrogen",0.0567,0.2885
"ruggedness",1.862,0.7633
"sand",6.4849,2.2062
