"variable","percent.contribution","permutation.importance"
"bio1",17.7143,45.5633
"bio13",4.2033,4.274
"bio14",17.3126,0.2644
"bio15",24.0434,2.3012
"bio2",12.176,3.2489
"bio4",10.2467,10.7396
"nitrogen",4.3193,10.3654
"ruggedness",8.7644,21.4666
"sand",1.2198,1.7766
