"variable","percent.contribution","permutation.importance"
"bio1",58.2279,47.155
"bio15",11.675,13.0853
"bio2",8.9705,8.2787
"bio9",0.7262,1.3475
"elevation",4.96,10.6309
"ruggedness",7.2106,14.5467
"sand",4.3416,0.745
"soc",3.8882,4.211
