"variable","percent.contribution","permutation.importance"
"bio15",4.0464,17.1398
"bio16",11.6003,9.1116
"bio2",3.299,4.9872
"bio4",37.8439,26.1606
"bio8",2.7231,13.6335
"nitrogen",3.672,0.1525
"ruggedness",24.9767,23.597
"sand",11.5843,2.1679
"soc",0.2542,3.05
