"variable","percent.contribution","permutation.importance"
"bio14",3.0709,3.0801
"bio16",5.6055,9.4755
"bio2",0.6765,0.5612
"bio4",40.379,48.7823
"bio8",2.5407,0.8764
"bio9",11.1699,20.3283
"elevation",6.3429,8.5068
"nitrogen",2.169,2.2919
"ruggedness",26.6837,5.1115
"sand",1.3618,0.9859
