"variable","percent.contribution","permutation.importance"
"bio14",2.7333,6.2614
"bio2",2.2224,2.5638
"bio4",16.3324,51.3008
"bio9",43.3304,1.4551
"nitrogen",8.0199,24.6488
"ruggedness",11.9453,4.0063
"sand",0.6079,0.1701
"soc",14.8085,9.5937
