aridity_index_UNEP,x,y
1.2633411884307861,106.04167515,21.87500175
-9999.0,-135.20834415,56.45833785
-9999.0,-6.87500055000001,36.87500295
0.20057813823223114,118.54167615,-31.04166915
0.6657803058624268,48.54167055,38.95833645
1.6442174911499023,92.70834075,24.37500195
1.2013214826583862,8.54166734999998,51.87500415
-9999.0,74.37500595,14.37500115
0.9237692356109619,-81.45833985,30.20833575
2.669560670852661,9.37500075,63.12500505
1.0181351900100708,-84.37500675,30.62500245
0.4289992153644562,23.12500185,40.62500325
-9999.0,94.79167425,5.20833374999999
1.2015777826309204,107.70834195,13.12500105
-9999.0,151.04167875,-34.37500275
0.9483721852302551,0.625000049999983,48.95833725
1.2261815071105957,-123.54167655,41.45833665
-9999.0,94.79167425,15.62500125
1.0027356147766113,0.625000049999983,45.20833695
0.9520391821861267,106.87500855,22.29166845
-9999.0,13.12500105,38.54166975
0.6044489741325378,28.12500225,38.95833645
3.040593385696411,113.95834245,1.04166675
-9999.0,104.79167505,8.54166735
1.5729249715805054,105.62500845,17.29166805
1.0931614637374878,107.29167525,23.54166855
0.9076412320137024,30.62500245,53.95833765
-9999.0,98.12500785,7.70833395
1.0097520351409912,-87.29167365,38.12500305
-9999.0,93.95834085,18.54166815
0.2848197817802429,137.70834435,-33.95833605
1.1895878314971924,5.62500044999999,45.62500365
-9999.0,8.95833404999999,37.70833635
0.9248583912849426,7.29166724999999,47.70833715
1.7231827974319458,112.29167565,22.29166845
-9999.0,107.29167525,-7.70833395
2.039306163787842,144.37501155,-4.79166705
1.168941855430603,122.29167645,-1.45833345
0.8545393347740173,23.54166855,53.95833765
0.8875660300254822,-97.70834115,16.45833465
0.1877189725637436,142.70834475,-33.54166935
-9999.0,20.62500165,57.29167125
-9999.0,131.87501055,-11.87500095
0.21844333410263062,118.12500945,-31.87500255
0.2991325259208679,-101.04167475,25.20833535
0.3293572962284088,-106.45834185,28.54166895
-9999.0,21.45833505,36.87500295
0.8669682741165161,-83.54167335,31.04166915
0.2606143057346344,117.70834275,-32.70833595
-9999.0,129.37501035,-31.87500255
-9999.0,-9.37500075,43.54167015
0.4785887598991394,150.62501205,-29.37500235
-9999.0,124.79167665,-8.12500065
0.6228169798851013,-108.54167535,27.70833555
0.8780130743980408,27.70833555,51.04167075
1.249191403388977,112.29167565,23.95833525
0.4114021360874176,148.12501185,-33.12500265
1.2037259340286255,95.20834095,23.95833525
1.484116554260254,122.29167645,29.79166905
0.3572728931903839,-98.95834125,19.37500155
-9999.0,108.54167535,16.04166795
0.18839561939239502,143.12501145,-32.70833595
1.3944854736328125,103.12500825,2.29166685
1.015242099761963,-123.12500985,38.54166975
1.0469067096710205,152.29167885,-31.45833585
1.9256346225738525,108.54167535,-7.29166725
-9999.0,8.54166734999998,37.29166965
-9999.0,-1.45833345,50.20833735
0.5481206178665161,143.95834485,-38.12500305
-9999.0,135.20834415,-34.37500275
0.18875785171985626,138.54167775,-31.04166915
1.0679551362991333,0.625000049999983,52.70833755
0.510762095451355,-0.208333350000004,40.62500325
0.845747709274292,105.20834175,11.04166755
-9999.0,25.62500205,39.79166985
-9999.0,168.12501345,-16.45833465
1.6791949272155762,108.12500865,3.95833365
0.2638935148715973,103.95834165,36.45833625
1.1445099115371704,5.20833374999998,50.62500405
0.6813982725143433,149.79167865,-35.62500285
-9999.0,-5.20833375000001,36.04166955
-9999.0,121.87500975,24.37500195
0.9815552234649658,36.45833625,57.29167125
