ISRICSOILGRIDS_new_average_siltpercent_reduced,x,y
9.0,114.79167585,-27.70833555
-9999.0,12.29166765,38.54166975
25.0,-90.62500725,14.79166785
28.0,101.45834145,6.87500055
27.0,-99.37500795,18.95833485
-9999.0,-124.37500995,43.95833685
9.0,118.12500945,-33.95833605
9.0,118.12500945,-31.45833585
7.0,136.45834425,-30.20833575
-9999.0,122.70834315,-0.208333350000004
25.0,101.45834145,4.79166705
59.0,0.208333349999975,48.54167055
33.0,144.37501155,-3.95833365
17.0,23.54166855,53.95833765
28.0,108.12500865,13.95833445
38.0,138.54167775,35.62500285
29.0,-109.37500875,31.87500255
9.0,140.62501125,-31.87500255
25.0,115.20834255,-8.12500065
-9999.0,121.04167635,10.62500085
37.0,-1.45833345,53.95833765
13.0,150.62501205,-25.20833535
-9999.0,26.45833545,39.37500315
14.0,141.45834465,-16.87500135
-9999.0,115.62500925,-4.79166705
-9999.0,-1.45833345,50.20833735
-9999.0,8.54166734999998,38.54166975
36.0,43.12500345,37.29166965
18.0,-106.04167515,31.45833585
11.0,122.70834315,-30.20833575
-9999.0,8.54166734999998,37.29166965
23.0,123.12500985,0.625000049999997
44.0,112.29167565,26.87500215
46.0,1.04166674999999,48.95833725
-9999.0,-1.04166675000002,55.62500445
33.0,118.54167615,5.62500045
27.0,116.04167595,-3.12500025
17.0,149.37501195,-37.29166965
30.0,-105.62500845,24.37500195
-9999.0,115.62500925,-6.87500055
-9999.0,116.87500935,8.54166735
26.0,117.29167605,6.04166714999999
-9999.0,-79.79167305,44.79167025
27.0,109.79167545,20.62500165
29.0,-103.12500825,30.20833575
25.0,107.29167525,13.54166775
26.0,96.04167435,4.37500034999999
11.0,120.20834295,-31.87500255
-9999.0,150.20834535,-36.87500295
48.0,4.79166705,49.37500395
13.0,119.37500955,-33.95833605
36.0,39.37500315,55.20833775
-9999.0,136.45834425,-11.45833425
33.0,-101.87500815,26.87500215
-9999.0,-86.87500695,30.20833575
-9999.0,147.70834515,-39.37500315
27.0,106.45834185,14.79166785
31.0,103.54167495,0.625000049999997
10.0,123.12500985,-29.79166905
10.0,143.54167815,-35.20833615
57.0,6.04166714999999,49.37500395
33.0,26.45833545,38.95833645
19.0,150.20834535,-33.12500265
20.0,20.62500165,52.70833755
36.0,21.87500175,40.62500325
35.0,40.20833655,53.12500425
-9999.0,18.54166815,40.20833655
