ISRICSOILGRIDS_new_average_coarsefragmentpercent_reduced,x,y
2.0,-96.45834105,33.54166935
6.0,-106.45834185,31.45833585
-9999.0,121.87500975,25.62500205
21.0,-103.12500825,22.70833515
12.0,116.45834265,27.29166885
18.0,-99.79167465,17.70833475
-9999.0,129.37501035,-7.29166725
18.0,-104.79167505,24.37500195
9.0,143.54167815,-35.62500285
-9999.0,21.87500175,36.45833625
15.0,118.54167615,26.45833545
-9999.0,98.54167455,1.04166675
2.0,124.79167665,-9.79166745000001
6.0,140.62501125,-31.87500255
20.0,-122.29167645,38.95833645
6.0,122.29167645,-4.37500035000001
13.0,138.95834445,-30.20833575
3.0,39.37500315,55.20833775
-9999.0,-65.20833855,-54.79167105
23.0,-104.37500835,23.12500185
6.0,122.70834315,41.45833665
14.0,138.54167775,-31.04166915
3.0,123.54167655,-10.20833415
26.0,-106.45834185,29.37500235
11.0,120.62500965,23.12500185
4.0,38.54166975,55.62500445
-9999.0,98.95834125,6.45833385
12.0,136.87501095,-30.20833575
2.0,-96.45834105,31.45833585
21.0,8.12500064999998,51.04167075
-9999.0,-72.29167245,-51.87500415
-9999.0,105.20834175,-1.04166675
5.0,152.29167885,-26.04166875
19.0,-123.54167655,39.79166985
10.0,130.20834375,-27.29166885
17.0,-98.54167455,18.54166815
6.0,152.70834555,-26.04166875
7.0,-98.95834125,30.20833575
5.0,-113.54167575,35.62500285
11.0,121.45834305,23.54166855
12.0,143.54167815,-6.04166715000001
13.0,-101.45834145,21.04166835
3.0,-103.12500825,36.45833625
10.0,108.95834205,19.37500155
9.0,115.62500925,23.12500185
10.0,142.70834475,-37.29166965
0.0,-81.45833985,30.62500245
8.0,114.79167585,2.29166685
-9999.0,115.20834255,5.62500045
8.0,112.29167565,-0.625000049999997
2.0,-121.45834305,38.54166975
-9999.0,120.20834295,4.79166705
7.0,144.37501155,-33.54166935
12.0,121.04167635,-30.20833575
7.0,101.04167475,-0.625000049999997
5.0,145.20834495,-32.29166925
13.0,21.04166835,49.37500395
-9999.0,-96.04167435,28.12500225
13.0,146.45834505,-31.45833585
11.0,146.87501175,-38.54166975
20.0,-101.04167475,19.37500155
10.0,-100.62500805,21.04166835
-9999.0,119.79167625,23.12500185
25.0,71.04167235,35.20833615
-9999.0,6.04166714999999,36.87500295
-9999.0,120.20834295,-34.79166945
25.0,-106.04167515,23.54166855
-9999.0,165.62501325,-21.04166835
5.0,146.45834505,-35.20833615
11.0,-107.70834195,31.45833585
16.0,-64.37500515,48.95833725
8.0,153.12501225,-26.87500215
16.0,-90.20834055,14.79166785
7.0,29.79166905,56.04167115
13.0,5.62500044999999,45.62500365
18.0,93.12500745,20.62500165
-9999.0,117.70834275,7.29166725
-9999.0,-82.70833995,23.12500185
-9999.0,121.45834305,22.70833515
-9999.0,-75.20833935,37.29166965
-9999.0,98.12500785,0.208333350000004
9.0,11.04166755,49.79167065
-9999.0,111.04167555,20.20833495
17.0,147.70834515,-37.70833635
13.0,151.87501215,-32.70833595
12.0,123.12500985,-33.54166935
5.0,144.37501155,-33.12500265
11.0,121.45834305,-1.45833345
-9999.0,111.04167555,1.45833345
-9999.0,6.04166714999999,60.20833815
13.0,2.29166684999998,51.04167075
20.0,22.29166845,37.70833635
12.0,20.62500165,48.95833725
-9999.0,102.70834155,1.45833345
-9999.0,145.62501165,-16.45833465
13.0,119.79167625,-31.45833585
18.0,92.70834075,21.87500175
12.0,137.70834435,-32.70833595
-9999.0,126.45834345,3.54166694999999
13.0,105.20834175,19.79166825
7.0,146.87501175,-32.29166925
8.0,89.79167385,21.87500175
7.0,144.79167825,-36.04166955
-9999.0,12.29166765,38.54166975
10.0,136.45834425,-33.95833605
-9999.0,108.95834205,-6.45833385
