LandCover_2_Evergreeenbroadleaf,x,y
0.0,-116.87500935,33.12500265
0.0,108.54167535,-1.87500015000001
0.0,130.20834375,-31.87500255
17.0,103.12500825,2.29166685
0.0,136.45834425,-33.54166935
67.0,107.29167525,14.37500115
0.0,18.95833485,51.87500415
0.0,-100.62500805,20.20833495
76.0,103.95834165,14.37500115
81.0,105.62500845,18.12500145
0.0,144.37501155,-36.45833625
0.0,98.95834125,7.29166725
0.0,119.37500955,-32.29166925
78.0,105.62500845,13.54166775
70.0,143.12501145,-6.04166715000001
0.0,145.62501165,-31.87500255
0.0,115.62500925,-31.04166915
0.0,-106.04167515,26.04166875
0.0,-2.29166685000001,50.20833735
0.0,7.29166724999999,44.37500355
0.0,150.62501205,-28.12500225
0.0,-104.37500835,23.95833525
0.0,119.37500955,-32.70833595
0.0,27.29166885,37.29166965
0.0,123.54167655,-6.04166715000001
0.0,-101.87500815,28.95833565
0.0,-108.95834205,27.29166885
28.0,-69.79167225,-53.95833765
0.0,122.29167645,-30.20833575
0.0,11.45833425,42.70833675
0.0,-93.54167415,15.62500125
0.0,16.45833465,40.62500325
0.0,99.79167465,-0.625000049999997
0.0,1.87500014999998,39.37500315
0.0,25.20833535,40.20833655
0.0,98.12500785,7.70833395
0.0,8.54166734999998,51.87500415
0.0,-132.29167725,52.70833755
0.0,124.37500995,-32.70833595
0.0,42.70833675,53.12500425
0.0,-106.45834185,28.12500225
0.0,-103.54167495,22.70833515
100.0,114.37500915,0.208333350000004
0.0,-108.12500865,50.62500405
0.0,-80.62500645,27.70833555
0.0,-107.70834195,28.54166895
52.0,152.70834555,-28.95833565
0.0,93.95834085,18.54166815
36.0,148.95834525,-35.62500285
0.0,1.87500014999998,39.79166985
0.0,-1.04166675000002,50.62500405
0.0,9.37500075,41.04166995
0.0,41.87500335,55.62500445
0.0,123.12500985,0.208333350000004
0.0,103.12500825,-5.20833375000001
0.0,108.12500865,-6.04166715000001
0.0,-109.37500875,34.79166945
0.0,48.54167055,38.95833645
0.0,97.29167445,5.20833374999999
0.0,103.54167495,3.95833365
47.0,106.87500855,-6.87500055
27.0,113.54167575,23.95833525
0.0,-81.04167315,29.79166905
0.0,-105.20834175,25.20833535
100.0,102.70834155,-3.95833365
0.0,-103.95834165,21.87500175
0.0,105.20834175,10.62500085
0.0,35.62500285,55.62500445
0.0,151.04167875,-34.79166945
0.0,12.29166765,52.70833755
0.0,109.79167545,21.45833505
0.0,-98.12500785,18.95833485
0.0,27.70833555,50.62500405
33.0,100.62500805,-0.208333350000004
0.0,106.45834185,9.79166744999999
51.0,-105.20834175,21.04166835
0.0,26.04166875,42.70833675
0.0,123.95834325,-30.20833575
0.0,47.29167045,54.37500435
0.0,119.79167625,-30.20833575
57.0,-96.87500775,18.95833485
100.0,96.45834105,25.62500205
79.0,117.29167605,3.95833365
30.0,100.20834135,0.625000049999997
0.0,-107.70834195,26.87500215
1.0,-105.62500845,23.95833525
0.0,128.54167695,-1.45833345
0.0,-108.54167535,31.87500255
0.0,-109.79167545,24.79166865
0.0,26.87500215,37.70833635
0.0,-106.04167515,26.87500215
0.0,98.54167455,1.87500014999999
0.0,106.04167515,11.04166755
40.0,105.62500845,17.29166805
100.0,145.62501165,-6.45833385
0.0,124.37500995,-9.79166745000001
0.0,-4.79166705,38.95833645
0.0,118.54167615,-34.37500275
0.0,-3.12500025,36.45833625
0.0,150.20834535,-36.45833625
0.0,137.70834435,-33.12500265
0.0,-100.62500805,19.79166825
0.0,21.45833505,36.87500295
0.0,-101.87500815,20.62500165
0.0,121.87500975,19.79166825
0.0,-85.62500685,50.62500405
0.0,143.12501145,-36.04166955
0.0,-123.54167655,39.79166985
0.0,123.54167655,-30.20833575
0.0,119.79167625,-35.62500285
0.0,74.37500595,14.37500115
0.0,-158.95834605,58.12500465
0.0,17.70833475,40.62500325
0.0,129.37501035,-31.87500255
0.0,11.87500095,41.87500335
0.0,116.87500935,7.29166725
0.0,-96.45834105,17.29166805
0.0,-101.87500815,25.20833535
8.0,-96.04167435,18.12500145
0.0,-101.45834145,21.04166835
0.0,0.208333349999975,38.95833645
100.0,140.20834455,-8.12500065
0.0,-108.54167535,26.87500215
0.0,-79.79167305,33.54166935
