LandCover_6_Herbaceous,x,y
0.0,21.87500175,36.87500295
0.0,151.45834545,-31.87500255
17.0,123.54167655,-30.62500245
0.0,139.37501115,-33.95833605
0.0,151.45834545,-26.45833545
0.0,27.29166885,39.37500315
0.0,25.62500205,42.29167005
0.0,151.45834545,-33.54166935
0.0,91.04167395,22.29166845
0.0,101.04167475,-0.208333350000004
25.0,136.87501095,-33.54166935
0.0,122.29167645,-8.12500065
0.0,102.29167485,11.45833425
43.0,-98.12500785,18.95833485
0.0,-123.54167655,38.54166975
5.0,-108.12500865,29.79166905
0.0,121.87500975,28.12500225
0.0,118.54167615,-3.54166695000001
0.0,36.45833625,59.37500475
0.0,20.62500165,48.95833725
0.0,10.20833415,49.37500395
0.0,-88.54167375,14.37500115
0.0,-83.95834005,30.20833575
0.0,133.12501065,-32.70833595
0.0,118.54167615,-32.29166925
0.0,18.95833485,41.04166995
47.0,-68.12500545,-55.62500445
0.0,-81.45833985,34.37500275
0.0,136.45834425,-30.20833575
0.0,131.87501055,35.62500285
0.0,29.37500235,51.87500415
0.0,100.62500805,8.12500065
0.0,153.54167895,-25.62500205
0.0,-75.62500605,37.70833635
0.0,111.87500895,22.70833515
0.0,150.62501205,-23.95833525
0.0,117.29167605,27.70833555
0.0,-93.95834085,34.37500275
0.0,10.62500085,44.37500355
0.0,29.37500235,51.45833745
0.0,108.12500865,23.12500185
0.0,-101.04167475,18.95833485
0.0,113.95834245,23.95833525
0.0,-101.04167475,23.12500185
35.0,149.37501195,-34.37500275
0.0,86.04167355,52.70833755
0.0,92.29167405,23.95833525
14.0,-102.70834155,23.12500185
0.0,107.70834195,3.95833365
0.0,22.70833515,37.70833635
0.0,103.12500825,-4.79166705
0.0,-105.62500845,26.45833545
0.0,104.37500835,18.95833485
0.0,-65.20833855,-54.79167105
0.0,-81.04167315,29.79166905
0.0,121.04167635,-32.29166925
0.0,100.62500805,7.70833395
0.0,99.37500795,7.29166725
0.0,116.04167595,25.20833535
0.0,22.70833515,45.62500365
0.0,119.37500955,-33.95833605
0.0,167.70834675,-29.37500235
0.0,102.29167485,19.79166825
0.0,96.45834105,20.62500165
0.0,-2.29166685000001,41.04166995
0.0,-123.54167655,41.04166995
0.0,18.54166815,56.87500455
0.0,167.70834675,-28.95833565
0.0,-103.54167495,20.20833495
0.0,93.12500745,20.62500165
0.0,-97.70834115,36.87500295
0.0,141.45834465,-14.79166785
0.0,141.04167795,-16.87500135
18.0,-110.20834215,31.87500255
39.0,123.12500985,-16.87500135
0.0,143.95834485,-16.87500135
0.0,140.62501125,-30.62500245
0.0,9.37500075,37.29166965
0.0,-103.12500825,29.37500235
0.0,143.54167815,-35.62500285
0.0,43.54167015,58.54167135
0.0,108.95834205,23.95833525
0.0,108.12500865,12.70833435
0.0,101.45834145,3.54166694999999
0.0,95.62500765,4.79166705
0.0,116.04167595,25.62500205
0.0,12.29166765,41.87500335
21.0,120.62500965,-32.29166925
0.0,-5.62500045000002,38.54166975
0.0,101.45834145,18.12500145
0.0,-81.45833985,29.37500235
0.0,-103.12500825,23.54166855
12.0,8.95833404999999,51.87500415
0.0,120.62500965,24.79166865
5.0,-77.29167285,36.04166955
0.0,19.37500155,55.20833775
16.0,123.12500985,-29.79166905
0.0,118.12500945,27.70833555
0.0,121.87500975,-3.95833365
0.0,8.54166734999998,38.54166975
0.0,142.29167805,-33.95833605
0.0,109.37500875,13.54166775
34.0,12.70833435,37.70833635
0.0,105.62500845,11.04166755
0.0,11.87500095,42.70833675
0.0,101.45834145,18.95833485
0.0,-101.45834145,26.87500215
0.0,1.45833345,45.20833695
0.0,123.54167655,-6.04166715000001
0.0,-98.95834125,21.45833505
0.0,-95.62500765,17.29166805
0.0,130.62501045,-29.79166905
0.0,113.12500905,22.29166845
0.0,102.29167485,-4.37500035000001
17.0,97.29167445,16.87500135
0.0,118.12500945,-35.62500285
35.0,28.95833565,37.29166965
0.0,108.54167535,-3.12500025
0.0,102.70834155,-4.37500035000001
0.0,123.12500985,-29.37500235
0.0,145.62501165,-36.04166955
0.0,118.12500945,-34.37500275
0.0,26.87500215,39.37500315
0.0,114.79167585,5.62500045
0.0,26.04166875,37.29166965
0.0,118.54167615,32.29166925
0.0,-134.37501075,67.29167205
0.0,105.62500845,-6.87500055
0.0,26.87500215,36.87500295
0.0,136.45834425,-33.12500265
0.0,119.37500955,-30.62500245
0.0,92.70834075,24.79166865
0.0,100.62500805,12.29166765
0.0,122.29167645,8.54166735
6.0,-105.20834175,21.04166835
0.0,142.29167805,-32.29166925
0.0,122.70834315,24.37500195
0.0,140.20834455,-8.12500065
0.0,-106.87500855,26.04166875
