GTOPO30_SLOPE_reduced,x,y
1.0,42.70833675,55.20833775
0.0,3.95833364999999,46.45833705
0.0,121.04167635,-33.54166935
0.0,120.20834295,-32.70833595
0.0,-84.37500675,30.20833575
0.0,-81.87500655,28.12500225
0.0,107.70834195,41.04166995
-9999.0,-80.62500645,24.79166865
0.0,-85.62500685,50.62500405
0.0,134.79167745,-31.04166915
0.0,114.37500915,-26.87500215
11.0,93.95834085,25.20833535
-9999.0,-4.79166705,49.79167065
0.0,119.37500955,-33.95833605
0.0,-98.54167455,37.29166965
0.0,123.54167655,13.12500105
-9999.0,120.62500965,22.29166845
-9999.0,123.54167655,1.04166675
-9999.0,117.29167605,-35.62500285
2.0,136.45834425,36.04166955
0.0,133.54167735,-13.12500105
2.0,107.29167525,21.45833505
-9999.0,131.87501055,-11.45833425
-9999.0,114.79167585,-30.20833575
3.0,13.54166775,43.54167015
0.0,101.87500815,4.37500034999999
8.0,107.70834195,14.37500115
0.0,143.12501145,-33.95833605
-9999.0,129.37501035,30.20833575
0.0,120.20834295,5.20833374999999
6.0,114.79167585,22.70833515
7.0,21.45833505,39.37500315
-9999.0,-1.04166675000002,55.62500445
0.0,26.04166875,58.95833805
0.0,117.29167605,-33.95833605
-9999.0,18.12500145,40.62500325
-9999.0,-96.45834105,20.62500165
-9999.0,98.12500785,0.208333350000004
3.0,104.37500835,-5.20833375000001
0.0,-81.04167315,28.12500225
0.0,96.04167435,4.37500034999999
0.0,118.54167615,5.62500045
-9999.0,105.62500845,8.95833404999999
-9999.0,117.29167605,7.29166725
2.0,9.79166744999998,50.62500405
0.0,-110.62500885,31.45833585
5.0,-101.04167475,21.87500175
2.0,-101.04167475,18.54166815
-9999.0,105.20834175,8.54166735
0.0,144.79167825,-4.37500035000001
0.0,136.45834425,-32.29166925
0.0,42.70833675,56.04167115
0.0,121.04167635,-33.12500265
1.0,30.62500245,40.62500325
1.0,-100.62500805,31.45833585
-9999.0,153.95834565,-28.12500225
0.0,150.20834535,-23.54166855
0.0,89.79167385,21.87500175
0.0,130.20834375,-27.29166885
-9999.0,24.79166865,40.62500325
0.0,-96.87500775,38.54166975
6.0,116.04167595,27.29166885
1.0,112.29167565,26.45833545
-9999.0,134.79167745,-6.87500055
0.0,-93.12500745,43.95833685
5.0,-100.20834135,24.79166865
