ISRICSOILGRIDS_new_average_nitrogen_reduced,x,y
-9999.0,99.79167465,3.54166694999999
235.0,23.54166855,51.87500415
1130.0,-81.04167315,26.87500215
105.0,142.70834475,-32.70833595
-9999.0,173.12501385,-34.37500275
153.0,4.79166705,46.04167035
244.0,47.29167045,55.62500445
701.0,-88.95834045,43.12500345
-9999.0,108.54167535,21.87500175
423.0,42.70833675,54.37500435
899.0,-68.12500545,-54.37500435
61.0,-106.45834185,31.45833585
135.0,104.37500835,20.62500165
-9999.0,165.62501325,-22.29166845
188.0,105.62500845,22.29166845
121.0,11.87500095,42.29167005
313.0,105.20834175,9.79166744999999
1600.0,-81.45833985,28.95833565
-9999.0,145.62501165,-14.79166785
74.0,-93.95834085,33.54166935
206.0,36.45833625,51.87500415
157.0,1.04166674999999,43.12500345
87.0,-108.95834205,33.12500265
129.0,-103.12500825,21.45833505
-9999.0,9.37500075,48.95833725
367.0,145.62501165,-6.04166715000001
187.0,6.45833385,51.04167075
77.0,-101.87500815,26.87500215
282.0,-83.54167335,30.20833575
377.0,85.20834015,28.12500225
-9999.0,121.87500975,25.62500205
-9999.0,93.54167415,18.95833485
158.0,143.95834485,-33.54166935
212.0,150.20834535,-31.87500255
154.0,8.12500064999998,50.20833735
163.0,8.54166734999998,50.62500405
-9999.0,117.29167605,7.29166725
154.0,106.04167515,-2.29166685
136.0,109.79167545,21.04166835
51.0,121.45834305,-30.62500245
265.0,4.79166705,47.70833715
-9999.0,121.87500975,-0.208333350000004
-9999.0,137.29167765,-30.20833575
137.0,143.54167815,-33.54166935
96.0,-3.54166695000001,34.79166945
113.0,-101.04167475,23.12500185
146.0,145.62501165,-33.12500265
108.0,-3.95833365000001,38.95833645
-9999.0,99.37500795,10.20833415
-9999.0,5.62500044999999,36.87500295
53.0,-82.29167325,31.87500255
214.0,-94.37500755,17.29166805
199.0,116.87500935,3.95833365
126.0,-100.20834135,31.87500255
145.0,-106.87500855,28.54166895
-9999.0,107.70834195,16.87500135
57.0,117.29167605,-34.37500275
232.0,108.12500865,15.20833455
165.0,22.70833515,38.95833645
73.0,145.20834495,-18.54166815
67.0,141.87501135,-31.87500255
220.0,-93.54167415,43.54167015
-9999.0,-3.54166695000001,54.37500435
165.0,153.12501225,-28.12500225
122.0,-0.208333350000004,38.54166975
-9999.0,93.95834085,8.54166735
-9999.0,109.37500875,13.12500105
41.0,118.12500945,-31.87500255
314.0,41.45833665,56.04167115
151.0,29.37500235,36.87500295
135.0,117.70834275,1.04166675
252.0,105.62500845,11.04166755
-9999.0,119.37500955,-36.04166955
-9999.0,96.87500775,16.87500135
43.0,133.54167735,-30.20833575
-9999.0,148.54167855,-38.12500305
271.0,-0.208333350000004,51.04167075
-9999.0,119.79167625,-35.62500285
-9999.0,93.12500745,19.79166825
121.0,-103.54167495,22.70833515
-9999.0,120.20834295,6.45833385
663.0,-81.45833985,26.45833545
-9999.0,-72.70833915,-51.04167075
116.0,118.12500945,26.87500215
-9999.0,115.62500925,-4.79166705
39.0,130.62501045,-26.87500215
-9999.0,-67.29167205,-55.62500445
156.0,4.79166705,48.12500385
95.0,144.37501155,-36.45833625
221.0,-106.45834185,26.04166875
-9999.0,130.62501045,-31.87500255
103.0,28.12500225,38.12500305
36.0,132.29167725,-27.70833555
-9999.0,-1.04166675000002,36.04166955
95.0,116.45834265,-34.37500275
112.0,-101.04167475,24.79166865
254.0,74.79167265,33.54166935
-9999.0,123.54167655,-0.625000049999997
75.0,123.54167655,-31.87500255
72.0,138.12501105,-32.70833595
208.0,108.12500865,16.04166795
48.0,-83.54167335,32.29166925
151.0,4.79166705,47.29167045
-9999.0,106.45834185,-5.62500045
57.0,140.62501125,-32.70833595
-9999.0,146.87501175,-18.54166815
141.0,-103.54167495,22.29166845
-9999.0,-81.04167315,29.37500235
141.0,92.70834075,21.04166835
-9999.0,120.62500965,-1.87500015000001
108.0,23.12500185,40.62500325
-9999.0,114.79167585,-30.20833575
213.0,14.79166785,38.12500305
-9999.0,16.87500135,41.04166995
249.0,-64.37500515,48.95833725
70.0,123.12500985,-31.45833585
167.0,118.95834285,26.87500215
323.0,144.37501155,-5.62500045
103.0,-96.45834105,33.54166935
92.0,-109.79167545,38.54166975
-9999.0,111.04167555,2.70833354999999
160.0,-108.12500865,26.87500215
-9999.0,23.12500185,40.20833655
-9999.0,0.625000049999983,53.54167095
244.0,-96.04167435,39.37500315
145.0,121.04167635,22.70833515
77.0,142.70834475,-32.29166925
200.0,103.54167495,21.87500175
158.0,104.37500835,23.54166855
195.0,4.79166705,50.62500405
112.0,-102.29167485,30.62500245
489.0,33.95833605,51.87500415
172.0,21.04166835,38.54166975
-9999.0,103.54167495,4.37500034999999
140.0,111.04167555,26.04166875
-9999.0,113.12500905,-3.54166695000001
-9999.0,97.70834115,11.45833425
-9999.0,123.54167655,7.29166725
137.0,11.87500095,42.70833675
-9999.0,97.70834115,11.04166755
167.0,46.04167035,35.20833615
37.0,138.54167775,-30.20833575
197.0,116.87500935,4.79166705
136.0,140.62501125,-37.29166965
119.0,-4.79166705,39.37500315
159.0,105.62500845,20.62500165
156.0,151.04167875,-26.04166875
-9999.0,120.20834295,22.29166845
-9999.0,100.62500805,3.95833365
73.0,-101.04167475,27.29166885
-9999.0,121.04167635,27.70833555
-9999.0,-1.45833345,50.20833735
72.0,-110.20834215,33.12500265
381.0,101.87500815,-2.70833355000001
76.0,-101.87500815,30.20833575
546.0,30.62500245,51.45833745
105.0,104.79167505,29.79166905
99.0,-123.12500985,38.95833645
42.0,118.12500945,-29.79166905
-9999.0,98.54167455,-0.208333350000004
134.0,145.62501165,-33.54166935
141.0,-97.70834115,18.54166815
248.0,113.95834245,0.208333350000004
249.0,116.87500935,3.54166694999999
169.0,111.87500895,-1.45833345
-9999.0,118.12500945,-8.12500065
35.0,118.54167615,-32.70833595
-9999.0,98.12500785,11.45833425
160.0,5.20833374999998,50.62500405
-9999.0,166.45834665,-21.45833505
312.0,43.95833685,56.87500455
-9999.0,98.12500785,11.04166755
-9999.0,167.29168005,-16.87500135
-9999.0,18.12500145,61.04167155
-9999.0,102.29167485,11.45833425
228.0,-92.29167405,15.62500125
116.0,108.95834205,11.45833425
117.0,28.95833565,36.87500295
38.0,130.20834375,-29.37500235
-9999.0,129.79167705,34.79166945
182.0,117.70834275,2.29166685
76.0,118.54167615,32.29166925
121.0,101.45834145,-0.625000049999997
98.0,-120.62500965,36.04166955
