ISRICSOILGRIDS_new_average_soilorganiccarboncontent_reduced,x,y
48.0,116.87500935,2.70833354999999
21.0,-100.20834135,23.95833525
15.0,-106.87500855,29.37500235
-9999.0,124.37500995,-2.29166685
-9999.0,-121.87500975,36.04166955
82.0,143.12501145,-3.95833365
41.0,45.20833695,36.45833625
123.0,139.79167785,-36.87500295
-9999.0,73.54167255,15.62500125
126.0,95.20834095,28.95833565
29.0,117.70834275,28.54166895
80.0,41.45833665,54.37500435
19.0,-4.79166705,39.79166985
34.0,151.45834545,-31.45833585
-9999.0,117.70834275,-35.20833615
85.0,116.04167595,-3.54166695000001
5.0,-106.45834185,27.70833555
40.0,143.95834485,-33.54166935
-9999.0,151.04167875,-34.79166945
-9999.0,23.95833525,40.20833655
71.0,117.29167605,6.04166714999999
18.0,-99.37500795,20.20833495
93.0,-83.12500665,47.29167045
66.0,101.45834145,-2.70833355000001
69.0,116.04167595,4.37500034999999
-9999.0,120.62500965,-4.37500035000001
29.0,150.62501205,-33.54166935
9.0,137.29167765,-31.04166915
12.0,140.20834455,-34.37500275
29.0,103.54167495,19.37500155
27.0,-100.62500805,29.37500235
-9999.0,117.29167605,8.12500065
-9999.0,-70.62500565,-53.95833765
21.0,118.12500945,-29.79166905
13.0,141.45834465,-33.12500265
18.0,101.87500815,16.04166795
55.0,119.79167625,-1.45833345
13.0,117.29167605,-33.12500265
-9999.0,112.29167565,-8.54166735
14.0,123.12500985,-33.12500265
30.0,4.79166705,49.37500395
58.0,9.37500075,55.20833775
61.0,101.87500815,5.20833374999999
-9999.0,106.04167515,-4.37500035000001
15.0,142.70834475,-36.87500295
39.0,153.12501225,-30.20833575
19.0,148.12501185,-33.54166935
13.0,-104.37500835,21.45833505
-9999.0,104.37500835,9.37500075
50.0,27.70833555,51.04167075
250.0,103.12500825,1.87500014999999
20.0,-4.79166705,38.95833645
-9999.0,-108.95834205,23.12500185
19.0,-110.62500885,32.70833595
34.0,150.20834535,-33.12500265
-9999.0,91.87500735,20.62500165
18.0,148.54167855,-32.70833595
19.0,138.54167775,-32.29166925
41.0,114.79167585,24.37500195
-9999.0,107.70834195,-7.70833395
-9999.0,129.79167705,35.62500285
89.0,-83.54167335,46.04167035
158.0,-82.29167325,30.62500245
69.0,12.29166765,56.04167115
-9999.0,120.62500965,-1.87500015000001
14.0,-109.79167545,38.54166975
14.0,-107.29167525,30.20833575
13.0,-99.37500795,23.54166855
140.0,-81.45833985,28.95833565
45.0,103.12500825,19.79166825
33.0,107.70834195,23.54166855
90.0,-76.45833945,2.70833354999999
24.0,114.79167585,23.54166855
-9999.0,-105.62500845,20.20833495
38.0,142.70834475,-32.70833595
26.0,-4.79166705,38.54166975
103.0,106.45834185,17.70833475
22.0,-79.79167305,34.37500275
124.0,112.29167565,1.04166675
16.0,133.54167735,-14.79166785
81.0,120.20834295,-1.45833345
160.0,21.45833505,61.04167155
19.0,-101.87500815,29.37500235
-9999.0,27.70833555,36.45833625
13.0,136.45834425,-16.45833465
37.0,23.12500185,45.62500365
-9999.0,107.70834195,0.208333350000004
-9999.0,115.20834255,-32.70833595
19.0,-101.87500815,29.79166905
-9999.0,128.95834365,-31.87500255
11.0,-101.04167475,26.45833545
67.0,26.04166875,58.95833805
167.0,97.70834115,3.54166694999999
28.0,146.04167835,-32.70833595
10.0,-111.04167555,36.04166955
56.0,118.54167615,1.04166675
109.0,-67.29167205,-54.37500435
-9999.0,116.04167595,-4.79166705
51.0,41.87500335,55.62500445
-9999.0,108.54167535,0.625000049999997
-9999.0,98.12500785,7.70833395
15.0,-103.54167495,20.62500165
-9999.0,122.70834315,-3.95833365
34.0,-96.45834105,38.95833645
34.0,9.79166744999998,51.87500415
44.0,115.62500925,-3.12500025
28.0,-83.95834005,31.04166915
-9999.0,110.20834215,18.12500145
-9999.0,98.95834125,0.208333350000004
51.0,103.12500825,20.62500165
-9999.0,97.70834115,12.29166765
25.0,110.20834215,22.70833515
33.0,117.70834275,28.95833565
-9999.0,16.87500135,39.79166985
-9999.0,32.29166925,35.20833615
220.0,109.37500875,1.45833345
72.0,115.62500925,2.70833354999999
415.0,-83.12500665,51.04167075
30.0,26.45833545,42.70833675
38.0,1.45833345,45.20833695
-9999.0,99.37500795,10.62500085
34.0,121.04167635,-1.45833345
26.0,0.625000049999983,52.70833755
80.0,23.12500185,52.29167085
69.0,106.04167515,-2.29166685
44.0,141.45834465,-33.95833605
-9999.0,120.62500965,-33.95833605
20.0,3.54166694999998,50.20833735
41.0,-75.62500605,37.70833635
11.0,130.62501045,-29.79166905
-9999.0,153.54167895,-28.12500225
14.0,118.12500945,-34.37500275
80.0,85.20834015,28.12500225
52.0,-105.62500845,32.70833595
-9999.0,-66.45833865,-54.37500435
15.0,139.37501115,-33.54166935
-9999.0,-109.37500875,23.54166855
10.0,143.12501145,-35.62500285
13.0,125.62501005,-31.87500255
34.0,26.04166875,42.70833675
68.0,-81.45833985,28.54166895
18.0,22.70833515,41.04166995
8.0,-103.12500825,29.37500235
0.0,-102.70834155,21.04166835
-9999.0,119.37500955,4.37500034999999
29.0,116.45834265,27.29166885
-9999.0,116.87500935,-35.62500285
127.0,-68.12500545,-55.62500445
29.0,100.62500805,13.95833445
34.0,134.79167745,-33.12500265
42.0,28.12500225,36.87500295
7.0,-107.70834195,28.54166895
111.0,-71.87500575,-41.45833665
-9999.0,133.12501065,-32.70833595
-9999.0,142.70834475,-38.95833645
-9999.0,104.37500835,-6.04166715000001
36.0,102.70834155,21.45833505
-9999.0,98.95834125,7.29166725
36.0,141.87501135,-34.37500275
22.0,151.45834545,-27.29166885
-9999.0,113.54167575,-3.54166695000001
-9999.0,106.45834185,-2.29166685
-9999.0,103.54167495,3.95833365
-9999.0,114.79167585,-8.12500065
32.0,119.37500955,28.95833565
68.0,97.29167445,16.87500135
241.0,102.70834155,1.87500014999999
-9999.0,108.95834205,21.04166835
88.0,41.87500335,53.95833765
-9999.0,122.29167645,-8.12500065
-9999.0,79.37500635,8.12500065
25.0,114.37500915,23.54166855
-9999.0,-68.54167215,-55.62500445
47.0,18.12500145,40.20833655
87.0,114.37500915,1.87500014999999
75.0,85.62500685,28.12500225
38.0,141.87501135,-35.62500285
254.0,103.54167495,1.45833345
-9999.0,13.54166775,40.62500325
23.0,110.20834215,21.87500175
2.0,-107.70834195,28.95833565
71.0,116.45834265,-0.625000049999997
15.0,145.62501165,-35.62500285
26.0,149.37501195,-21.87500175
12.0,143.95834485,-36.04166955
32.0,96.04167435,23.12500185
