LandCover_4_Mixedtrees,x,y
8.0,119.79167625,-31.04166915
0.0,23.12500185,51.87500415
0.0,141.45834465,-38.54166975
0.0,101.45834145,-1.87500015000001
60.0,143.95834485,-14.79166785
16.0,133.95834405,-31.87500255
2.0,14.79166785,37.70833635
0.0,131.87501055,-30.20833575
0.0,136.87501095,-11.04166755
0.0,92.29167405,28.54166895
68.0,117.70834275,-34.37500275
32.0,29.37500235,51.45833745
0.0,114.79167585,-28.95833565
0.0,-88.95834045,14.79166785
0.0,42.70833675,37.29166965
18.0,37.70833635,54.37500435
0.0,86.04167355,28.12500225
32.0,-88.12500705,30.62500245
16.0,-4.79166705,38.95833645
0.0,130.62501045,-31.87500255
13.0,149.37501195,-32.29166925
26.0,151.45834545,-29.37500235
0.0,25.62500205,38.12500305
0.0,-4.37500035000002,43.95833685
5.0,-104.79167505,24.79166865
0.0,30.62500245,40.62500325
0.0,151.04167875,-31.45833585
20.0,119.79167625,-30.62500245
44.0,107.29167525,21.45833505
13.0,-6.87500055000001,61.87500495
26.0,-105.20834175,23.95833525
47.0,-98.95834125,21.04166835
6.0,-75.62500605,40.62500325
0.0,-101.45834145,30.20833575
44.0,36.45833625,59.37500475
0.0,9.37500075,56.45833785
37.0,138.54167775,-32.29166925
0.0,14.37500115,36.04166955
47.0,-81.04167315,32.29166925
83.0,150.20834535,-23.54166855
4.0,118.95834285,-31.45833585
17.0,30.62500245,55.62500445
35.0,-2.29166685000001,41.04166995
80.0,-83.95834005,34.79166945
50.0,-108.95834205,31.04166915
0.0,-98.95834125,19.37500155
0.0,133.95834405,-33.12500265
9.0,-98.54167455,19.79166825
0.0,159.79167945,-11.04166755
0.0,120.62500965,5.62500045
0.0,121.87500975,19.37500155
28.0,23.12500185,53.95833765
0.0,171.87501375,-34.37500275
0.0,116.45834265,3.95833365
0.0,116.45834265,1.87500014999999
0.0,14.37500115,38.12500305
14.0,136.45834425,-33.12500265
8.0,144.79167825,-32.70833595
36.0,152.70834555,-29.37500235
0.0,114.79167585,22.70833515
0.0,171.87501375,-33.95833605
40.0,34.37500275,54.79167105
0.0,26.04166875,38.95833645
0.0,-85.20834015,13.95833445
0.0,97.70834115,16.45833465
21.0,-83.54167335,29.79166905
17.0,36.87500295,58.12500465
6.0,-110.62500885,32.70833595
52.0,23.95833525,52.70833755
0.0,136.04167755,-31.45833585
0.0,111.45834225,26.45833545
0.0,131.87501055,32.29166925
6.0,112.29167565,-0.208333350000004
5.0,0.625000049999983,52.70833755
0.0,103.54167495,1.45833345
38.0,-84.79167345,30.20833575
31.0,118.54167615,-29.79166905
0.0,143.54167815,-6.04166715000001
0.0,-82.29167325,29.79166905
68.0,8.95833404999999,51.04167075
24.0,-112.70834235,35.20833615
38.0,-103.12500825,21.87500175
0.0,173.54168055,-34.79166945
0.0,131.04167715,-1.45833345
25.0,-79.79167305,33.95833605
0.0,108.95834205,19.37500155
59.0,28.54166895,54.37500435
0.0,114.37500915,1.87500014999999
20.0,143.54167815,-33.95833605
0.0,117.29167605,3.95833365
0.0,120.62500965,23.12500185
0.0,96.04167435,29.37500235
0.0,97.70834115,9.79166744999999
0.0,110.20834215,22.29166845
0.0,118.54167615,-3.12500025
0.0,130.20834375,-29.37500235
32.0,91.87500735,25.62500205
0.0,118.95834285,-33.95833605
9.0,-108.12500865,36.87500295
0.0,112.29167565,3.12500025
0.0,152.70834555,-26.04166875
0.0,110.20834215,40.20833655
0.0,114.79167585,1.04166675
0.0,114.79167585,-8.12500065
22.0,149.79167865,-33.12500265
23.0,112.29167565,23.95833525
0.0,117.70834275,-30.20833575
86.0,151.45834545,-26.45833545
59.0,151.87501215,-26.45833545
39.0,96.04167435,19.37500155
24.0,37.70833635,40.20833655
0.0,117.29167605,-31.87500255
0.0,131.45834385,-2.70833355000001
3.0,37.70833635,51.87500415
4.0,-101.04167475,22.29166845
0.0,141.87501135,-38.12500305
0.0,101.87500815,14.79166785
0.0,-107.70834195,31.45833585
8.0,118.95834285,-30.20833575
0.0,103.95834165,9.79166744999999
0.0,55.20833775,50.62500405
0.0,107.70834195,-7.70833395
22.0,150.20834535,-30.62500245
0.0,-89.79167385,29.79166905
0.0,1.45833345,45.20833695
54.0,-107.70834195,26.04166875
0.0,136.87501095,-11.45833425
0.0,139.79167785,-35.62500285
0.0,126.87501015,3.95833365
0.0,-98.54167455,37.29166965
7.0,-106.45834185,27.70833555
11.0,116.87500935,-1.04166675
59.0,29.37500235,36.45833625
34.0,94.37500755,23.54166855
0.0,111.87500895,0.625000049999997
0.0,26.04166875,37.70833635
0.0,25.20833535,40.20833655
0.0,136.45834425,-34.37500275
68.0,134.79167745,-33.12500265
0.0,93.54167415,24.37500195
0.0,141.87501135,-36.87500295
0.0,108.54167535,1.87500014999999
0.0,103.95834165,13.95833445
10.0,28.54166895,40.20833655
0.0,114.37500915,-8.95833405
0.0,98.54167455,1.45833345
65.0,-104.79167505,20.62500165
0.0,101.45834145,12.29166765
0.0,-5.20833375000001,38.54166975
0.0,122.29167645,36.45833625
0.0,-158.95834605,58.12500465
0.0,117.70834275,-32.70833595
0.0,149.37501195,-37.70833635
73.0,150.62501205,-26.04166875
0.0,121.04167635,11.04166755
86.0,-102.70834155,18.54166815
0.0,116.45834265,-8.12500065
0.0,28.95833565,39.79166985
76.0,-106.45834185,26.45833545
0.0,144.37501155,-4.37500035000001
0.0,103.54167495,10.20833415
16.0,40.20833655,53.12500425
0.0,112.29167565,21.87500175
0.0,95.20834095,24.37500195
0.0,114.79167585,-30.62500245
0.0,114.79167585,4.79166705
0.0,105.62500845,-1.04166675
0.0,138.12501105,-16.45833465
0.0,129.79167705,-0.208333350000004
0.0,140.20834455,-8.12500065
0.0,34.37500275,31.45833585
0.0,126.04167675,11.04166755
0.0,148.95834525,-20.20833495
0.0,2.29166684999998,46.04167035
0.0,109.37500875,18.12500145
0.0,144.79167825,-35.62500285
0.0,76.04167275,32.70833595
0.0,12.29166765,56.04167115
0.0,97.70834115,10.20833415
57.0,-100.62500805,19.37500155
0.0,-3.12500025,48.95833725
52.0,-99.37500795,23.12500185
27.0,-82.29167325,28.95833565
3.0,94.79167425,23.95833525
0.0,108.12500865,15.20833455
0.0,102.70834155,14.79166785
0.0,122.29167645,-1.45833345
0.0,145.62501165,-38.95833645
27.0,16.45833465,38.95833645
0.0,-3.95833365000001,43.95833685
0.0,-1.45833345,50.20833735
42.0,-103.95834165,21.45833505
0.0,143.54167815,-32.29166925
44.0,-85.20834015,30.62500245
37.0,5.20833374999998,49.79167065
2.0,141.04167795,-35.62500285
0.0,124.37500995,11.04166755
0.0,121.04167635,11.87500095
0.0,102.70834155,1.45833345
33.0,-84.37500675,30.62500245
0.0,118.54167615,32.29166925
0.0,-109.37500875,34.79166945
0.0,-70.20833895,-53.95833765
0.0,-102.29167485,25.62500205
0.0,0.625000049999983,46.04167035
0.0,151.04167875,-24.37500195
0.0,11.45833425,44.37500355
0.0,-109.37500875,22.70833515
6.0,117.29167605,-31.04166915
37.0,-96.87500775,19.37500155
34.0,9.37500075,51.87500415
21.0,139.37501115,-16.45833465
0.0,120.20834295,-1.45833345
40.0,-99.79167465,19.79166825
0.0,-101.87500815,26.45833545
0.0,131.45834385,-4.79166705
25.0,141.04167795,-34.37500275
0.0,112.70834235,23.12500185
27.0,23.95833525,58.54167135
0.0,122.29167645,-30.62500245
0.0,103.12500825,-3.95833365
40.0,117.70834275,28.54166895
4.0,117.70834275,-30.62500245
0.0,16.87500135,41.04166995
0.0,-99.79167465,24.79166865
0.0,-101.45834145,26.04166875
0.0,98.12500785,0.208333350000004
0.0,105.20834175,9.79166744999999
0.0,0.625000049999983,45.20833695
8.0,21.45833505,38.54166975
45.0,149.79167865,-31.87500255
0.0,112.70834235,21.87500175
32.0,-81.04167315,28.12500225
0.0,26.87500215,37.70833635
46.0,-106.87500855,26.04166875
0.0,103.12500825,-0.208333350000004
0.0,91.87500735,21.45833505
0.0,112.70834235,-6.87500055
58.0,-108.54167535,27.70833555
22.0,96.87500775,19.79166825
47.0,-99.37500795,17.29166805
63.0,8.95833404999999,49.79167065
40.0,-107.70834195,33.54166935
25.0,-81.45833985,29.37500235
0.0,137.70834435,-30.20833575
0.0,120.62500965,-9.37500075
26.0,-88.54167375,14.37500115
0.0,38.12500305,55.20833775
0.0,144.37501155,-36.45833625
0.0,108.95834205,2.70833354999999
3.0,135.20834415,-32.70833595
0.0,98.12500785,16.87500135
26.0,109.79167545,19.37500155
0.0,153.12501225,-27.29166885
0.0,-119.79167625,34.79166945
0.0,37.70833635,54.79167105
0.0,113.12500905,35.62500285
11.0,101.45834145,19.37500155
42.0,151.87501215,-25.62500205
2.0,118.12500945,-31.45833585
8.0,116.87500935,-32.29166925
15.0,104.37500835,23.54166855
0.0,107.29167525,11.45833425
31.0,99.37500795,0.208333350000004
0.0,103.12500825,-4.37500035000001
48.0,149.79167865,-30.62500245
0.0,105.20834175,-1.04166675
0.0,-1.04166675000002,55.62500445
0.0,-108.12500865,50.62500405
27.0,-96.45834105,16.04166795
0.0,127.29167685,-8.54166735
24.0,-122.70834315,38.54166975
56.0,101.45834145,17.70833475
22.0,148.95834525,-25.20833535
44.0,130.20834375,-15.20833455
25.0,-102.70834155,23.12500185
0.0,-91.45834065,16.87500135
0.0,12.70833435,41.04166995
0.0,116.87500935,-8.95833405
42.0,-108.54167535,29.37500235
45.0,-83.12500665,29.79166905
0.0,104.79167505,9.37500075
36.0,119.79167625,-31.87500255
3.0,121.04167635,-31.87500255
0.0,103.12500825,1.45833345
33.0,-6.87500055000001,38.12500305
0.0,24.79166865,40.62500325
0.0,-99.79167465,21.04166835
0.0,118.95834285,-5.62500045
6.0,38.54166975,56.04167115
0.0,114.79167585,2.70833354999999
0.0,100.20834135,8.54166735
0.0,127.29167685,4.79166705
0.0,18.12500145,39.79166985
0.0,113.54167575,-27.29166885
0.0,12.70833435,38.54166975
80.0,111.04167555,26.45833545
0.0,130.62501045,-29.37500235
13.0,-108.12500865,32.70833595
0.0,33.95833605,51.04167075
10.0,116.87500935,-29.79166905
0.0,14.79166785,38.95833645
33.0,-4.79166705,39.37500315
31.0,-83.54167335,30.20833575
0.0,9.37500075,37.29166965
3.0,143.12501145,-36.45833625
34.0,-77.29167285,37.70833635
0.0,27.70833555,50.62500405
0.0,91.45834065,21.87500175
21.0,-81.04167315,25.20833535
0.0,124.37500995,-32.70833595
0.0,122.70834315,16.87500135
0.0,-4.79166705,49.79167065
0.0,4.79166705,46.04167035
0.0,101.45834145,6.87500055
8.0,140.20834455,-33.54166935
0.0,119.79167625,-35.62500285
34.0,-81.87500655,29.79166905
0.0,141.87501135,-36.04166955
42.0,-79.37500635,33.12500265
0.0,26.04166875,40.20833655
89.0,-68.12500545,46.45833705
0.0,102.29167485,-1.87500015000001
35.0,111.04167555,22.29166845
0.0,103.12500825,20.62500165
22.0,-108.95834205,30.20833575
0.0,2.70833354999999,46.45833705
68.0,123.12500985,-33.12500265
23.0,-85.20834015,29.79166905
47.0,-104.79167505,22.70833515
0.0,106.45834185,21.45833505
2.0,-108.95834205,36.04166955
10.0,-76.04167275,2.70833354999999
0.0,-106.87500855,31.45833585
0.0,4.37500034999999,48.12500385
0.0,-0.625000050000011,54.79167105
0.0,115.62500925,-30.62500245
16.0,-111.04167555,32.70833595
13.0,119.79167625,-33.54166935
26.0,26.87500215,38.95833645
0.0,151.45834545,-33.95833605
0.0,141.45834465,-32.29166925
18.0,-110.20834215,32.70833595
0.0,28.95833565,54.37500435
0.0,141.45834465,-32.70833595
0.0,129.37501035,29.79166905
0.0,107.29167525,10.20833415
0.0,-79.79167305,27.70833555
0.0,23.54166855,53.95833765
33.0,36.04166955,34.37500275
0.0,137.29167765,-31.45833585
0.0,-93.95834085,33.54166935
0.0,11.87500095,42.70833675
11.0,22.70833515,39.37500315
0.0,27.70833555,36.45833625
32.0,109.79167545,21.87500175
0.0,-77.29167285,56.04167115
0.0,-81.04167315,25.62500205
22.0,142.29167805,-33.54166935
0.0,106.04167515,-4.79166705
0.0,-3.12500025,43.95833685
0.0,-69.79167225,-53.12500425
36.0,121.04167635,-31.45833585
47.0,-108.54167535,28.95833565
0.0,117.70834275,-35.62500285
41.0,-123.12500985,38.95833645
0.0,23.54166855,58.54167135
0.0,100.20834135,2.70833354999999
21.0,153.12501225,-26.87500215
0.0,114.37500915,2.70833354999999
0.0,-8.12500065,37.70833635
35.0,114.79167585,25.20833535
9.0,111.87500895,23.12500185
0.0,23.54166855,41.04166995
40.0,-1.04166675000002,40.20833655
0.0,106.04167515,21.45833505
0.0,28.12500225,40.20833655
16.0,136.04167755,-32.70833595
11.0,-96.45834105,40.62500325
19.0,-109.37500875,31.45833585
40.0,-108.54167535,33.12500265
0.0,118.12500945,-30.62500245
100.0,151.04167875,-26.04166875
26.0,112.29167565,24.79166865
0.0,134.79167745,-11.45833425
0.0,16.87500135,43.54167015
0.0,114.79167585,-30.20833575
4.0,133.12501065,-31.87500255
26.0,-123.54167655,39.79166985
0.0,102.29167485,2.70833354999999
0.0,98.54167455,7.70833395
0.0,9.79166744999998,37.29166965
20.0,-101.04167475,18.12500145
0.0,108.54167535,-7.70833395
0.0,108.95834205,21.45833505
0.0,27.70833555,39.79166985
11.0,-96.87500775,30.20833575
21.0,152.70834555,-29.79166905
0.0,176.87501415,-40.20833655
0.0,4.79166705,50.62500405
32.0,21.45833505,61.04167155
0.0,132.29167725,-30.20833575
69.0,46.45833705,56.87500455
0.0,146.45834505,-8.95833405
0.0,114.79167585,1.45833345
65.0,47.29167045,56.45833785
11.0,7.29166724999999,51.04167075
0.0,41.87500335,55.62500445
0.0,126.45834345,3.54166694999999
0.0,85.20834015,19.37500155
19.0,-97.70834115,30.62500245
0.0,121.87500975,-1.45833345
0.0,-108.95834205,36.87500295
0.0,149.37501195,-4.37500035000001
0.0,14.37500115,37.70833635
68.0,148.54167855,-31.87500255
0.0,138.95834445,-30.62500245
31.0,118.95834285,-31.87500255
34.0,-82.29167325,30.62500245
16.0,143.12501145,-33.95833605
0.0,108.54167535,2.70833354999999
17.0,105.62500845,21.45833505
0.0,2.29166684999998,39.79166985
0.0,104.37500835,-2.70833355000001
0.0,152.70834555,-24.37500195
69.0,-98.12500785,17.70833475
18.0,-69.79167225,-53.95833765
74.0,-99.37500795,18.95833485
0.0,145.20834495,-5.62500045
0.0,105.20834175,21.45833505
0.0,103.12500825,19.79166825
8.0,120.20834295,-31.45833585
0.0,-7.29166725000002,62.29167165
0.0,101.45834145,3.54166694999999
6.0,-97.70834115,17.70833475
0.0,114.37500915,23.95833525
10.0,101.04167475,16.45833465
23.0,104.37500835,-5.62500045
0.0,13.95833445,38.95833645
0.0,124.79167665,-7.70833395
0.0,123.54167655,11.45833425
0.0,106.87500855,20.62500165
21.0,147.29167845,-33.12500265
0.0,-80.62500645,29.37500235
0.0,119.37500955,-0.208333350000004
12.0,-99.37500795,20.20833495
0.0,144.37501155,-5.62500045
0.0,129.79167705,28.54166895
0.0,-76.45833945,2.70833354999999
0.0,103.95834165,18.95833485
0.0,-68.54167215,-54.37500435
46.0,-81.45833985,32.70833595
9.0,33.95833605,55.20833775
0.0,-109.37500875,36.87500295
32.0,108.12500865,13.95833445
0.0,-105.20834175,31.45833585
0.0,140.62501125,-35.62500285
0.0,117.70834275,-35.20833615
0.0,99.79167465,11.45833425
12.0,-81.45833985,28.12500225
0.0,132.70834395,-31.04166915
0.0,23.12500185,38.12500305
8.0,5.62500044999999,50.20833735
20.0,-95.62500765,17.29166805
0.0,14.79166785,38.54166975
0.0,121.87500975,-3.95833365
25.0,107.29167525,11.87500095
0.0,27.70833555,58.95833805
3.0,8.12500064999998,47.29167045
0.0,120.62500965,-33.54166935
0.0,105.20834175,8.54166735
7.0,-103.12500825,23.12500185
0.0,148.95834525,-33.54166935
0.0,2.70833354999999,50.62500405
0.0,106.04167515,9.37500075
0.0,114.79167585,-28.54166895
0.0,108.54167535,-1.87500015000001
35.0,-103.95834165,23.12500185
35.0,117.70834275,27.70833555
0.0,123.95834325,-29.79166905
0.0,113.12500905,3.95833365
27.0,-101.87500815,28.95833565
0.0,141.04167795,-16.87500135
0.0,121.45834305,-6.87500055
27.0,133.54167735,-31.87500255
30.0,-110.20834215,34.37500275
3.0,117.70834275,-31.87500255
39.0,111.45834225,27.70833555
0.0,103.12500825,-1.45833345
0.0,93.54167415,18.95833485
0.0,101.04167475,14.79166785
37.0,123.12500985,-33.54166935
0.0,21.45833505,36.45833625
0.0,141.87501135,-7.70833395
29.0,120.62500965,-30.20833575
53.0,-99.37500795,18.12500145
0.0,129.37501035,31.04166915
23.0,-96.04167435,51.04167075
0.0,141.04167795,-38.12500305
0.0,148.12501185,-38.12500305
0.0,146.87501175,-32.70833595
0.0,-95.20834095,28.95833565
0.0,100.20834135,12.70833435
0.0,146.87501175,-9.37500075
0.0,122.29167645,9.79166744999999
0.0,113.95834245,23.95833525
0.0,5.20833374999998,43.12500345
0.0,96.45834105,25.62500205
23.0,-85.62500685,50.62500405
0.0,19.37500155,42.29167005
0.0,109.37500875,24.37500195
0.0,41.45833665,52.70833755
38.0,109.37500875,21.87500175
0.0,149.37501195,-36.87500295
42.0,16.45833465,38.54166975
0.0,116.45834265,-36.04166955
0.0,39.79166985,39.37500315
0.0,142.70834475,-38.95833645
0.0,14.37500115,36.45833625
0.0,0.208333349999975,41.45833665
9.0,-77.29167285,35.62500285
24.0,123.95834325,-32.70833595
1.0,8.54166734999998,51.87500415
63.0,-98.95834125,24.79166865
0.0,27.70833555,39.37500315
37.0,108.12500865,12.70833435
30.0,-103.12500825,21.04166835
19.0,-80.62500645,48.95833725
0.0,23.54166855,38.54166975
0.0,21.04166835,40.62500325
21.0,148.54167855,-31.45833585
0.0,-95.62500765,37.70833635
0.0,-66.87500535,-54.37500435
0.0,151.04167875,-34.37500275
32.0,-107.70834195,27.29166885
90.0,-102.29167485,21.04166835
45.0,-89.37500715,46.04167035
38.0,-105.62500845,25.20833535
0.0,100.62500805,12.29166765
0.0,111.87500895,23.54166855
43.0,117.70834275,28.95833565
11.0,-100.62500805,29.37500235
0.0,141.04167795,-15.62500125
11.0,-109.79167545,29.79166905
0.0,128.95834365,-31.87500255
0.0,111.04167555,-1.04166675
30.0,-98.12500785,17.29166805
0.0,133.54167735,-30.62500245
0.0,111.04167555,-0.625000049999997
0.0,146.87501175,-6.04166715000001
0.0,150.20834535,-35.62500285
37.0,149.37501195,-30.62500245
0.0,119.79167625,23.12500185
0.0,119.37500955,-29.79166905
54.0,41.45833665,56.04167115
0.0,-108.54167535,31.87500255
0.0,102.70834155,1.87500014999999
18.0,-110.62500885,30.20833575
0.0,151.45834545,-24.37500195
0.0,72.29167245,35.20833615
5.0,-107.29167525,29.37500235
10.0,-93.12500745,16.45833465
0.0,103.95834165,1.87500014999999
22.0,149.37501195,-33.12500265
0.0,140.20834455,-32.29166925
10.0,-106.87500855,26.87500215
0.0,-0.625000050000011,38.54166975
0.0,143.95834485,-6.04166715000001
19.0,151.45834545,-28.95833565
0.0,102.70834155,19.37500155
36.0,-83.12500665,50.20833735
16.0,140.62501125,-33.54166935
0.0,27.70833555,53.54167095
62.0,-64.37500515,48.95833725
0.0,-93.54167415,15.62500125
0.0,1.87500014999998,49.79167065
0.0,133.54167735,-2.29166685
0.0,101.87500815,3.54166694999999
16.0,121.87500975,-31.45833585
0.0,-9.37500075,43.54167015
31.0,-101.04167475,21.45833505
0.0,26.45833545,40.20833655
0.0,-108.12500865,30.20833575
0.0,114.37500915,-28.54166895
0.0,143.12501145,-36.87500295
0.0,120.62500965,-1.87500015000001
0.0,120.20834295,-33.54166935
0.0,146.45834505,-34.79166945
37.0,118.54167615,26.45833545
10.0,-105.62500845,26.87500215
0.0,3.95833364999999,36.87500295
0.0,118.54167615,4.37500034999999
24.0,28.95833565,40.62500325
40.0,14.79166785,47.70833715
27.0,103.54167495,14.37500115
0.0,101.04167475,-0.625000049999997
0.0,151.45834545,-31.45833585
0.0,-3.12500025,51.45833745
15.0,-101.87500815,21.45833505
0.0,128.12501025,32.29166925
0.0,143.54167815,-3.95833365
0.0,-99.37500795,26.87500215
7.0,121.45834305,16.04166795
51.0,116.45834265,-33.54166935
7.0,-110.62500885,33.12500265
34.0,-104.37500835,23.95833525
0.0,146.87501175,-34.37500275
23.0,103.12500825,21.04166835
24.0,23.12500185,45.62500365
0.0,118.54167615,-8.12500065
32.0,-106.04167515,24.37500195
0.0,118.54167615,-34.37500275
0.0,106.04167515,-1.87500015000001
60.0,143.95834485,-16.87500135
36.0,98.54167455,17.29166805
0.0,143.95834485,-8.12500065
0.0,118.54167615,-33.95833605
0.0,167.70834675,-28.95833565
0.0,126.87501015,-13.54166775
21.0,93.54167415,23.54166855
0.0,-106.45834185,23.12500185
18.0,96.04167435,22.70833515
0.0,27.29166885,37.29166965
0.0,-73.12500585,-36.45833625
11.0,74.37500595,15.20833455
0.0,-81.87500655,27.29166885
0.0,104.37500835,12.70833435
40.0,-100.20834135,20.20833495
0.0,120.20834295,-6.04166715000001
0.0,108.12500865,1.04166675
10.0,115.20834255,23.54166855
0.0,10.62500085,51.45833745
44.0,-71.87500575,-41.45833665
0.0,23.95833525,41.04166995
0.0,141.04167795,-35.20833615
24.0,-81.87500655,30.62500245
12.0,-103.12500825,37.29166965
0.0,92.70834075,19.79166825
4.0,-101.04167475,33.95833605
0.0,139.79167785,-31.87500255
0.0,139.37501115,-33.54166935
3.0,101.87500815,15.62500125
0.0,98.95834125,7.70833395
