ISRICSOILGRIDS_new_average_bulkdensity_reduced,x,y
-9999.0,-179.166666667,65.9749999996667
971.0,-179.166666667,66.3916666663333
870.0,-178.750000000333,65.9749999996667
1002.0,-178.750000000333,66.3916666663333
937.0,-178.333333333667,65.558333333
977.0,-178.333333333667,65.9749999996667
999.0,-178.333333333667,66.3916666663333
890.0,-177.916666667,65.558333333
947.0,-177.916666667,65.9749999996667
958.0,-177.916666667,66.3916666663333
962.0,-177.500000000333,65.558333333
992.0,-177.500000000333,65.9749999996667
1026.0,-177.500000000333,66.3916666663333
-9999.0,-177.083333333667,65.558333333
1041.0,-177.083333333667,65.9749999996667
1025.0,-177.083333333667,66.3916666663333
991.0,-176.666666667,65.558333333
962.0,-176.666666667,65.9749999996667
1075.0,-176.666666667,66.3916666663333
1031.0,-176.250000000333,65.558333333
974.0,-176.250000000333,65.9749999996667
1001.0,-176.250000000333,66.3916666663333
990.0,-176.250000000333,66.808333333
-9999.0,-175.833333333667,65.1416666663333
965.0,-175.833333333667,65.558333333
-9999.0,-175.416666667,64.7249999996667
959.0,-175.416666667,65.1416666663333
977.0,-175.416666667,65.558333333
1020.0,-175.416666667,67.2249999996667
-9999.0,-175.000000000333,64.7249999996667
955.0,-175.000000000333,65.1416666663333
985.0,-175.000000000333,65.558333333
1004.0,-174.583333333667,64.7249999996667
950.0,-174.583333333667,65.1416666663333
947.0,-174.583333333667,65.558333333
930.0,-174.166666667,64.7249999996667
942.0,-174.166666667,65.1416666663333
950.0,-174.166666667,65.558333333
993.0,-174.166666667,66.3916666663333
-9999.0,-173.750000000333,64.308333333
973.0,-173.750000000333,64.7249999996667
950.0,-173.750000000333,65.1416666663333
970.0,-173.750000000333,65.558333333
-9999.0,-173.750000000333,66.3916666663333
954.0,-173.750000000333,66.808333333
992.0,-173.333333333667,64.308333333
1001.0,-173.333333333667,64.7249999996667
972.0,-173.333333333667,65.1416666663333
1020.0,-173.333333333667,65.558333333
982.0,-173.333333333667,66.3916666663333
970.0,-173.333333333667,66.808333333
-9999.0,-173.333333333667,67.6416666663333
1059.0,-172.916666667,64.7249999996667
936.0,-172.916666667,65.1416666663333
978.0,-172.916666667,65.9749999996667
1012.0,-172.916666667,66.3916666663333
-9999.0,-172.916666667,67.2249999996667
974.0,-172.500000000333,65.1416666663333
978.0,-172.500000000333,66.3916666663333
