GTOPO30_ELEVATION,x,y
-9999.0,-179.166666667,65.9749999996667
248.0,-179.166666667,66.3916666663333
16.0,-178.750000000333,65.9749999996667
433.0,-178.750000000333,66.3916666663333
15.0,-178.333333333667,65.558333333
30.0,-178.333333333667,65.9749999996667
245.0,-178.333333333667,66.3916666663333
22.0,-177.916666667,65.558333333
74.0,-177.916666667,65.9749999996667
254.0,-177.916666667,66.3916666663333
34.0,-177.500000000333,65.558333333
388.0,-177.500000000333,65.9749999996667
335.0,-177.500000000333,66.3916666663333
-9999.0,-177.083333333667,65.558333333
240.0,-177.083333333667,65.9749999996667
207.0,-177.083333333667,66.3916666663333
-9999.0,-176.666666667,65.558333333
102.0,-176.666666667,65.9749999996667
340.0,-176.666666667,66.3916666663333
353.0,-176.250000000333,65.558333333
87.0,-176.250000000333,65.9749999996667
292.0,-176.250000000333,66.3916666663333
715.0,-176.250000000333,66.808333333
-9999.0,-175.833333333667,65.1416666663333
39.0,-175.833333333667,65.558333333
-9999.0,-175.416666667,64.7249999996667
238.0,-175.416666667,65.1416666663333
209.0,-175.416666667,65.558333333
37.0,-175.416666667,67.2249999996667
-9999.0,-175.000000000333,64.7249999996667
329.0,-175.000000000333,65.1416666663333
215.0,-175.000000000333,65.558333333
135.0,-174.583333333667,64.7249999996667
265.0,-174.583333333667,65.1416666663333
166.0,-174.583333333667,65.558333333
19.0,-174.166666667,64.7249999996667
454.0,-174.166666667,65.1416666663333
123.0,-174.166666667,65.558333333
18.0,-174.166666667,66.3916666663333
-9999.0,-173.750000000333,64.308333333
191.0,-173.750000000333,64.7249999996667
165.0,-173.750000000333,65.1416666663333
138.0,-173.750000000333,65.558333333
-9999.0,-173.750000000333,66.3916666663333
32.0,-173.750000000333,66.808333333
172.0,-173.333333333667,64.308333333
358.0,-173.333333333667,64.7249999996667
502.0,-173.333333333667,65.1416666663333
187.0,-173.333333333667,65.558333333
177.0,-173.333333333667,66.3916666663333
18.0,-173.333333333667,66.808333333
-9999.0,-173.333333333667,67.6416666663333
480.0,-172.916666667,64.7249999996667
65.0,-172.916666667,65.1416666663333
69.0,-172.916666667,65.9749999996667
170.0,-172.916666667,66.3916666663333
-9999.0,-172.916666667,67.2249999996667
136.0,-172.500000000333,65.1416666663333
262.0,-172.500000000333,66.3916666663333
-9999.0,-172.083333333667,63.4749999996667
-9999.0,-172.083333333667,63.8916666663333
-9999.0,-172.083333333667,64.308333333
-9999.0,-172.083333333667,64.7249999996667
1.0,-172.083333333667,65.558333333
397.0,-172.083333333667,65.9749999996667
67.0,-172.083333333667,66.808333333
-9999.0,-172.083333333667,67.2249999996667
-9999.0,-171.666666667,63.058333333
75.0,-171.666666667,63.4749999996667
-9999.0,-171.666666667,63.8916666663333
60.0,-171.666666667,65.558333333
347.0,-171.666666667,65.9749999996667
73.0,-171.666666667,66.3916666663333
89.0,-171.666666667,66.808333333
-9999.0,-171.666666667,67.2249999996667
-9999.0,-171.250000000333,63.058333333
66.0,-171.250000000333,63.4749999996667
-9999.0,-171.250000000333,63.8916666663333
70.0,-171.250000000333,65.558333333
381.0,-171.250000000333,66.3916666663333
-9999.0,-171.250000000333,66.808333333
6.0,-170.833333333667,63.4749999996667
-9999.0,-170.833333333667,63.8916666663333
179.0,-170.833333333667,66.3916666663333
-9999.0,-170.416666667,63.058333333
98.0,-170.416666667,63.4749999996667
-9999.0,-170.416666667,63.8916666663333
-9999.0,-170.416666667,65.558333333
-9999.0,-170.416666667,66.3916666663333
-9999.0,-170.000000000333,63.058333333
2.0,-170.000000000333,63.4749999996667
-9999.0,-170.000000000333,63.8916666663333
-9999.0,-170.000000000333,65.9749999996667
-9999.0,-169.583333333667,62.6416666663333
5.0,-169.583333333667,63.058333333
-9999.0,-169.583333333667,63.4749999996667
-9999.0,-169.583333333667,65.9749999996667
-9999.0,-169.166666667,63.058333333
-9999.0,-169.166666667,63.4749999996667
-9999.0,-169.166666667,65.558333333
-9999.0,-169.166666667,65.9749999996667
-9999.0,-168.750000000333,63.058333333
-9999.0,-168.750000000333,65.558333333
-9999.0,-168.750000000333,65.9749999996667
-9999.0,-167.916666667,65.558333333
-9999.0,-167.916666667,65.9749999996667
-9999.0,-167.500000000333,60.1416666663333
-9999.0,-167.500000000333,60.558333333
-9999.0,-167.500000000333,65.1416666663333
259.0,-167.500000000333,65.558333333
-9999.0,-167.500000000333,65.9749999996667
-9999.0,-167.500000000333,66.3916666663333
-9999.0,-167.083333333667,60.558333333
-9999.0,-167.083333333667,65.1416666663333
232.0,-167.083333333667,65.558333333
-9999.0,-167.083333333667,66.3916666663333
