"variable","percent.contribution","permutation.importance"
"bio15",17.1527,55.6103
"bio16",15.8724,5.2941
"bio2",2.5153,3.7729
"bio4",0.6441,1.4154
"bio8",0.3635,0.4337
"bio9",52.9468,24.4057
"ruggedness",8.0963,3.2241
"sand",2.3314,5.7841
"soc",0.0774,0.0596
