"variable","percent.contribution","permutation.importance"
"bio13",6.4459,1.3766
"bio15",0.1148,0.634
"bio2",0.0169,0.3691
"bio4",7.9339,21.6317
"bio8",4.6436,0.0493
"nitrogen",1.2692,0
"ruggedness",49.5922,51.0994
"sand",29.9835,24.8399
