"variable","percent.contribution","permutation.importance"
"bio13",5.3495,8.5351
"bio14",29.9348,0
"bio2",4.0258,0.6595
"bio8",19.1614,14.0946
"bio9",18.6108,29.9168
"nitrogen",5.7154,11.7561
"ruggedness",11.8834,35.0379
"sand",5.319,0
