"variable","percent.contribution","permutation.importance"
"bio13",1.515,14.7544
"bio14",39.5193,34.2612
"bio15",14.7135,2.296
"bio2",0,0
"bio4",0.5427,0
"nitrogen",17.7113,14.563
"ruggedness",0.0055,0.9567
"sand",0,0
"soc",25.9926,33.1687
