"variable","percent.contribution","permutation.importance"
"bio14",7.0023,4.4605
"bio2",6.9314,4.6907
"bio4",5.3389,5.6916
"bio8",16.2512,11.2498
"bio9",21.6419,18.2499
"elevation",31.3492,44.4811
"nitrogen",0.2988,0.2471
"ruggedness",2.853,1.1732
"sand",0.3236,0.8625
"soc",8.0096,8.8937
