"settings","features","rm","train.AUC","avg.test.AUC","var.test.AUC","avg.diff.AUC","var.diff.AUC","avg.test.orMTP","var.test.orMTP","avg.test.or10pct","var.test.or10pct","AICc","delta.AICc","w.AIC","parameters"
"H_0.5","H",0.5,0.773,0.468563276267204,0.0119404368680799,0.319291782674802,0.0306876805931923,0.483333333333333,0.07,0.483333333333333,0.07,NA,NA,NA,41
