"variable","percent.contribution","permutation.importance"
"bio12",0.3879,0
"bio14",14.3176,0
"bio2",8.4088,10.7182
"bio4",55.1536,50.2771
"bio8",8.8468,17.5901
"bio9",11.8703,21.4146
"ruggedness",0.9057,0
"sand",0.1093,0
