"variable","percent.contribution","permutation.importance"
"bio15",35.3388,33.4081
"bio17",5.8366,4.7962
"bio2",8.2086,16.1862
"bio8",30.8154,41.9491
"bio9",0.125,0
"nitrogen",2.508,3.6604
"ruggedness",16.7985,0
"sand",0.3691,0
