"variable","percent.contribution","permutation.importance"
"bio15",0,0
"bio16",31.3773,60.0168
"bio2",0,0
"bio5",29.099,15.3208
"nitrogen",5.1329,3.2465
"ruggedness",17.8964,3.4183
"sand",16.4944,17.9976
