"variable","percent.contribution","permutation.importance"
"bio15",0.4803,0.6647
"bio17",0.0645,0
"bio2",3.1724,2.2281
"bio4",7.2952,36.7391
"nitrogen",33.9206,17.5479
"ruggedness",0.1099,0
"sand",0,0
"soc",54.957,42.8202
