"variable","percent.contribution","permutation.importance"
"bio12",31.1273,30.6315
"bio15",28.3939,19.6111
"bio2",4.1235,4.2301
"bio5",27.8007,33.9053
"bio8",6.4439,5.4597
"bio9",2.1107,6.1623
