"variable","percent.contribution","permutation.importance"
"bio13",1.1655,0
"bio2",0,0
"bio4",5.2869,5.8705
"bio8",44.4197,9.0717
"nitrogen",32.4255,0
"ruggedness",0.8928,0
"sand",0.9417,1.3787
"soc",14.868,83.6791
