"settings","features","rm","train.AUC","avg.test.AUC","var.test.AUC","avg.diff.AUC","var.diff.AUC","avg.test.orMTP","var.test.orMTP","avg.test.or10pct","var.test.or10pct","AICc","delta.AICc","w.AIC","parameters"
"LQHPT_2","LQHPT",2,0.8934,0.859852713815246,0.00960446916663328,0.0416220546792645,0.00562975442810829,0.00297619047619048,3.54308390022676e-05,0.108666595380667,0.00845696092624045,11789.6811679606,0,0.991929279433346,77
