"variable","percent.contribution","permutation.importance"
"bio12",28.5959,14.5076
"bio15",8.6462,5.2357
"bio2",4.8407,5.1502
"bio8",9.9908,12.8893
"bio9",5.9426,11.4278
"elevation",25.2021,29.3252
"nitrogen",0.6426,0.98
"ruggedness",1.2877,2.0691
"sand",7.6582,7.0346
"soc",7.1933,11.3807
