"variable","percent.contribution","permutation.importance"
"bio12",34.7655,0
"bio15",0,0
"bio4",0.1347,0
"bio8",2.451,5.9513
"bio9",0,0
"elevation",0,0
"nitrogen",0,0
"ruggedness",59.8187,44.8685
"sand",2.8302,49.1802
"soc",0,0
