"variable","percent.contribution","permutation.importance"
"bio16",5.4296,8.4426
"bio17",17.3177,13.3539
"bio2",1.9448,1.6732
"bio6",22.8579,19.1697
"bio8",0.3078,0.5306
"elevation",47.6741,53.6177
"ruggedness",3.0375,1.7298
"sand",1.4305,1.4824
