"variable","percent.contribution","permutation.importance"
"bio13",0,0
"bio2",3.3497,8.4384
"bio4",37.7934,31.3437
"bio9",5.7454,20.5965
"nitrogen",9.9373,17.5096
"ruggedness",21.9586,4.0552
"sand",9.0719,0.8606
"soc",12.1437,17.196
