"variable","percent.contribution","permutation.importance"
"bio12",7.9386,0
"bio14",1.1366,0
"bio2",0,0
"bio4",27.9101,18.6426
"elevation",29.1289,11.2963
"nitrogen",0.069,0
"ruggedness",18.2834,0
"sand",0.0453,0
"soc",15.4881,70.0612
