"variable","percent.contribution","permutation.importance"
"bio12",47.8895,46.8754
"bio14",0.03,0
"bio15",45.6295,46.8573
"bio2",0,0
"bio4",0,0
"bio8",0,0
"nitrogen",0.4493,4.2452
"ruggedness",3.202,0
"sand",0.0014,0.158
"soc",2.7982,1.8642
