"variable","percent.contribution","permutation.importance"
"bio13",13.7502,16.8837
"bio15",0.1014,1.1398
"bio2",8.7246,5.0463
"bio4",1.9663,3.1911
"bio8",66.8343,60.4077
"bio9",2.3868,9.9693
"ruggedness",1.2199,0.5518
"sand",5.0164,2.8104
