"variable","percent.contribution","permutation.importance"
"bio1",11.5668,22.8942
"bio13",8.7728,0.0052
"bio15",0.2187,0.8707
"bio2",13.0307,11.691
"bio4",14.4038,29.293
"ruggedness",52.0072,35.246
"sand",0,0
