"variable","percent.contribution","permutation.importance"
"bio15",5.7162,5.8848
"bio16",25.187,23.5012
"bio2",25.4037,36.9454
"bio4",23.1289,7.1126
"bio9",8.8404,4.2693
"nitrogen",0.0431,0.2792
"ruggedness",9.6058,14.2672
"sand",1.2904,3.9526
"soc",0.7844,3.7877
