"variable","percent.contribution","permutation.importance"
"bio13",6.3945,8.2841
"bio14",20.7431,32.9162
"bio2",4.4407,4.3703
"bio4",8.858,6.2763
"bio8",3.9994,3.5643
"bio9",9.2469,6.712
"elevation",1.9359,3.2851
"ruggedness",15.0356,0.659
"sand",7.9342,8.2372
"soc",21.4116,25.6953
