"variable","percent.contribution","permutation.importance"
"bio13",3.5989,3.3244
"bio15",4.6187,0
"bio2",44.2193,61.3429
"bio9",0.7526,1.6643
"nitrogen",0.0025,0.0194
"ruggedness",46.6896,32.8267
"sand",0.1183,0.8223
