"variable","percent.contribution","permutation.importance"
"bio15",4.6029,3.1074
"bio17",0,0
"bio2",0,0
"bio6",16.6662,20.1678
"nitrogen",0,0
"ruggedness",78.7309,76.7248
"sand",0,0
"soc",0,0
