"variable","percent.contribution","permutation.importance"
"bio14",0,0
"bio15",0,0
"bio2",14.8278,3.7062
"bio4",0,0
"bio9",0,0
"nitrogen",0,0
"ruggedness",85.1722,96.2938
"sand",0,0
