"variable","percent.contribution","permutation.importance"
"bio13",0.1011,1.1096
"bio14",10.6608,5.2686
"bio2",2.4291,10.2768
"bio9",12.7093,15.4192
"nitrogen",28.9651,39.6269
"ruggedness",28.7578,18.4692
"sand",16.3613,9.5603
"soc",0.0154,0.2695
