"variable","percent.contribution","permutation.importance"
"bio13",4.9268,9.271
"bio15",1.23,0.6432
"bio2",1.0962,0.0223
"bio4",86.5405,85.2146
"elevation",2.9691,0.2932
"nitrogen",1.7681,0.632
"ruggedness",0.7648,3.6986
"sand",0.7045,0.2252
