"variable","percent.contribution","permutation.importance"
"bio13",0,0
"bio14",73.7748,69.7292
"bio17",0,0
"bio2",0,0
"bio4",0,0
"bio9",0,0
"nitrogen",0,0
"ruggedness",0,0
"sand",26.2252,30.2708
"soc",0,0
