"variable","percent.contribution","permutation.importance"
"bio13",16.432,14.6907
"bio15",4.3387,3.7522
"bio2",21.9541,25.9176
"bio8",9.5226,0
"nitrogen",0.083,1.6389
"ruggedness",26.4956,10.2603
"sand",20.588,39.6821
"soc",0.586,4.0583
