"variable","percent.contribution","permutation.importance"
"bio1",20.6145,28.6922
"bio12",3.3904,2.054
"bio15",6.9256,3.6756
"bio2",11.9097,8.8639
"bio4",17.7704,10.5583
"bio8",14.8049,21.5149
"nitrogen",3.1669,2.1032
"ruggedness",20.8478,21.2409
"sand",0.5698,1.297
