"variable","percent.contribution","permutation.importance"
"bio14",0,0
"bio15",13.3386,3.299
"bio2",0,0
"bio4",45.0354,39.7928
"elevation",0,0
"nitrogen",41.6261,56.9082
"ruggedness",0,0
"sand",0,0
"soc",0,0
