ISRICSOILGRIDS_new_average_siltpercent_reduced,x,y
-9999.0,95.20834095,4.37500034999999
24.0,-98.95834125,24.79166865
-9999.0,152.29167885,-10.62500085
22.0,-104.79167505,24.79166865
29.0,96.87500775,22.29166845
25.0,102.29167485,15.62500125
24.0,-111.04167555,36.45833625
-9999.0,107.29167525,-7.70833395
-9999.0,17.70833475,-33.12500265
13.0,150.62501205,-25.20833535
7.0,141.04167795,-32.70833595
25.0,-96.87500775,16.45833465
-9999.0,129.37501035,-6.45833385
24.0,151.87501215,-29.79166905
39.0,-82.70833995,42.29167005
43.0,-112.70834235,40.62500325
-9999.0,108.54167535,0.208333350000004
11.0,137.29167765,-35.62500285
-9999.0,143.54167815,-11.87500095
29.0,-105.20834175,32.70833595
28.0,-101.04167475,21.45833505
15.0,146.04167835,-18.54166815
26.0,96.04167435,4.37500034999999
26.0,98.95834125,13.12500105
42.0,95.20834095,52.29167085
42.0,108.12500865,48.95833725
57.0,-96.45834105,38.95833645
35.0,97.70834115,52.29167085
25.0,-99.79167465,24.37500195
-9999.0,23.95833525,-34.37500275
22.0,-102.70834155,21.04166835
25.0,96.04167435,4.79166705
-9999.0,121.87500975,-33.95833605
53.0,-88.12500705,38.95833645
27.0,99.37500795,15.62500125
26.0,114.79167585,1.04166675
23.0,141.87501135,-8.95833405
-9999.0,-70.62500565,42.29167005
11.0,143.95834485,-16.45833465
11.0,147.70834515,-32.70833595
49.0,-137.70834435,67.70833875
-9999.0,139.79167785,-16.87500135
-9999.0,117.70834275,-8.12500065
-9999.0,141.87501135,-11.45833425
31.0,-100.20834135,24.37500195
24.0,115.62500925,2.70833354999999
8.0,139.79167785,-33.95833605
34.0,103.12500825,22.29166845
-9999.0,129.37501035,-6.87500055
27.0,140.20834455,-4.37500035000001
24.0,103.12500825,3.54166694999999
7.0,141.45834465,-33.95833605
-9999.0,87.70834035,21.45833505
30.0,112.70834235,-0.625000049999997
24.0,-100.62500805,21.87500175
14.0,150.62501205,-25.62500205
27.0,106.87500855,13.12500105
21.0,-109.79167545,29.79166905
8.0,143.12501145,-32.29166925
22.0,146.45834505,-37.70833635
-9999.0,93.12500745,8.95833404999999
-9999.0,96.87500775,3.54166694999999
27.0,116.87500935,3.54166694999999
31.0,97.29167445,25.62500205
33.0,100.62500805,21.45833505
-9999.0,158.54167935,-8.95833405
31.0,93.95834085,22.70833515
-9999.0,116.04167595,-8.95833405
-9999.0,108.95834205,21.04166835
26.0,-108.54167535,29.37500235
-9999.0,72.70833915,18.54166815
28.0,-88.95834045,14.79166785
38.0,15.20833455,41.04166995
21.0,-104.79167505,23.95833525
11.0,118.54167615,-29.37500235
34.0,-63.95833845,-54.79167105
-9999.0,122.70834315,14.79166785
32.0,119.79167625,-2.29166685
-9999.0,122.29167645,18.95833485
35.0,101.87500815,21.87500175
-9999.0,9.79166744999998,37.70833635
8.0,141.04167795,-34.37500275
26.0,13.12500105,56.04167115
