ISRICSOILGRIDS_new_average_phx10percent_reduced,x,y
72.0,-116.45834265,32.29166925
77.0,-111.45834225,31.87500255
-9999.0,109.37500875,13.12500105
75.0,16.45833465,39.79166985
70.0,150.62501205,-28.12500225
52.0,165.20834655,-21.04166835
-9999.0,108.54167535,3.54166694999999
55.0,108.95834205,-7.29166725
52.0,108.12500865,-7.29166725
48.0,112.70834235,1.87500014999999
64.0,150.20834535,-31.87500255
57.0,-101.04167475,19.37500155
-9999.0,127.29167685,4.79166705
63.0,148.95834525,-32.29166925
49.0,7.29166724999999,58.12500465
75.0,134.37501075,-33.12500265
-9999.0,122.70834315,-34.37500275
73.0,121.87500975,-31.45833585
54.0,106.87500855,13.95833445
81.0,-104.79167505,27.70833555
56.0,152.70834555,-29.37500235
67.0,115.62500925,-31.04166915
62.0,-106.87500855,28.95833565
59.0,108.95834205,14.37500115
74.0,120.62500965,-31.04166915
56.0,-105.20834175,23.95833525
-9999.0,123.12500985,-11.04166755
52.0,118.95834285,29.37500235
65.0,-118.12500945,34.37500275
-9999.0,34.79166945,33.54166935
60.0,93.95834085,22.70833515
72.0,21.45833505,38.12500305
63.0,98.54167455,18.95833485
60.0,102.29167485,15.62500125
48.0,-81.04167315,32.29166925
52.0,142.70834475,-11.87500095
50.0,104.79167505,-3.12500025
52.0,109.79167545,-7.29166725
58.0,101.45834145,20.20833495
-9999.0,4.37500034999999,62.29167165
79.0,-99.79167465,23.12500185
72.0,9.79166744999998,49.79167065
46.0,140.62501125,-7.29166725
-9999.0,92.70834075,11.45833425
62.0,152.29167885,-24.79166865
66.0,116.45834265,-31.45833585
-9999.0,119.79167625,15.62500125
49.0,117.29167605,5.62500045
-9999.0,-67.29167205,-53.95833765
60.0,-67.70833875,-54.79167105
-9999.0,93.12500745,13.95833445
72.0,129.37501035,-27.70833555
72.0,-118.95834285,42.70833675
54.0,107.29167525,13.95833445
59.0,99.37500795,23.95833525
-9999.0,159.79167945,-11.87500095
49.0,99.79167465,1.45833345
76.0,-100.20834135,23.95833525
-9999.0,150.62501205,-8.54166735
61.0,148.95834525,-21.87500175
-9999.0,116.45834265,-3.54166695000001
51.0,145.62501165,-6.04166715000001
-9999.0,108.54167535,16.45833465
71.0,121.87500975,-31.87500255
47.0,116.45834265,4.37500034999999
56.0,117.70834275,28.12500225
57.0,96.45834105,20.62500165
-9999.0,127.29167685,2.29166685
53.0,-158.54167935,63.54167175
49.0,14.37500115,56.87500455
66.0,-8.12500065,37.70833635
-9999.0,23.95833525,34.79166945
52.0,115.20834255,-3.12500025
71.0,-70.62500565,-40.62500325
47.0,121.45834305,-3.12500025
76.0,124.79167665,-32.29166925
